0.00.550.402 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.550.408 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.550.411 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.550.412 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.550.413 W model has unused tensor blk.64.attn_v.weight (size = 3604480 bytes) -- ignoring
0.00.550.417 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.550.418 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.550.420 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.550.422 W model has unused tensor blk.64.ffn_gate.weight (size = 61276160 bytes) -- ignoring
0.00.550.423 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.550.424 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.550.426 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 36044800 bytes) -- ignoring
0.00.550.428 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.550.429 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.550.432 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.02.940.557 I 
0.02.940.632 I system_info: n_threads = 16 (n_threads_batch = 16) / 32 | CUDA : ARCHS = 1200 | USE_GRAPHS = 1 | BLACKWELL_NATIVE_FP4 = 1 | CPU : SSE3 = 1 | SSSE3 = 1 | AVX = 1 | AVX_VNNI = 1 | AVX2 = 1 | F16C = 1 | FMA = 1 | BMI2 = 1 | AVX512 = 1 | AVX512_VBMI = 1 | AVX512_VNNI = 1 | AVX512_BF16 = 1 | LLAMAFILE = 1 | OPENMP = 1 | REPACK = 1 | 
0.02.944.849 I hellaswag_score : loaded 10042 tasks from prompt.
0.02.944.852 I ================================= is_spm = 0
0.02.944.853 I hellaswag_score : selecting 10042 randomized tasks.
0.05.630.252 I hellaswag_score : calculating hellaswag score over selected tasks.

task	acc_norm	95% confidence interval
489	83.84458078%	[80.3208%, 86.8408%]
490	83.87755102%	[80.3600%, 86.8681%]
491	83.70672098%	[80.1807%, 86.7094%]
492	83.73983740%	[80.2200%, 86.7369%]
493	83.77281947%	[80.2592%, 86.7642%]
494	83.80566802%	[80.2982%, 86.7914%]
495	83.83838384%	[80.3371%, 86.8185%]
496	83.66935484%	[80.1597%, 86.6614%]
497	83.50100604%	[79.9832%, 86.5049%]
498	83.53413655%	[80.0225%, 86.5324%]
499	83.56713427%	[80.0616%, 86.5598%]
500	83.60000000%	[80.1005%, 86.5871%]
501	83.63273453%	[80.1393%, 86.6143%]
502	83.66533865%	[80.1780%, 86.6414%]
503	83.69781312%	[80.2165%, 86.6684%]
504	83.73015873%	[80.2548%, 86.6952%]
505	83.76237624%	[80.2930%, 86.7220%]
506	83.79446640%	[80.3310%, 86.7486%]
507	83.82642998%	[80.3689%, 86.7752%]
508	83.85826772%	[80.4067%, 86.8016%]
509	83.69351670%	[80.2339%, 86.6484%]
510	83.52941176%	[80.0619%, 86.4956%]
511	83.56164384%	[80.1000%, 86.5224%]
512	83.59375000%	[80.1380%, 86.5492%]
513	83.62573099%	[80.1758%, 86.5758%]
514	83.46303502%	[80.0054%, 86.4242%]
515	83.49514563%	[80.0433%, 86.4510%]
516	83.33333333%	[79.8739%, 86.3001%]
517	83.36557060%	[79.9119%, 86.3270%]
518	83.39768340%	[79.9498%, 86.3539%]
519	83.42967245%	[79.9876%, 86.3806%]
520	83.46153846%	[80.0252%, 86.4072%]
521	83.49328215%	[80.0626%, 86.4337%]
522	83.52490421%	[80.0999%, 86.4600%]
523	83.55640535%	[80.1371%, 86.4863%]
524	83.39694656%	[79.9702%, 86.3376%]
525	83.42857143%	[80.0075%, 86.3640%]
526	83.46007605%	[80.0446%, 86.3904%]
527	83.49146110%	[80.0816%, 86.4166%]
528	83.52272727%	[80.1185%, 86.4427%]
529	83.55387524%	[80.1552%, 86.4687%]
530	83.58490566%	[80.1918%, 86.4947%]
531	83.61581921%	[80.2283%, 86.5205%]
532	83.64661654%	[80.2646%, 86.5462%]
533	83.67729831%	[80.3008%, 86.5718%]
534	83.70786517%	[80.3368%, 86.5974%]
535	83.73831776%	[80.3728%, 86.6228%]
536	83.76865672%	[80.4086%, 86.6481%]
537	83.79888268%	[80.4442%, 86.6734%]
538	83.82899628%	[80.4798%, 86.6985%]
539	83.85899814%	[80.5152%, 86.7236%]
540	83.70370370%	[80.3525%, 86.5788%]
541	83.73382625%	[80.3880%, 86.6040%]
542	83.76383764%	[80.4234%, 86.6291%]
543	83.79373849%	[80.4586%, 86.6541%]
544	83.82352941%	[80.4937%, 86.6790%]
545	83.85321101%	[80.5287%, 86.7038%]
546	83.88278388%	[80.5636%, 86.7285%]
547	83.91224863%	[80.5984%, 86.7531%]
548	83.94160584%	[80.6330%, 86.7777%]
549	83.97085610%	[80.6675%, 86.8021%]
550	84.00000000%	[80.7019%, 86.8265%]
551	83.84754991%	[80.5421%, 86.6843%]
552	83.87681159%	[80.5766%, 86.7088%]
553	83.90596745%	[80.6109%, 86.7332%]
554	83.75451264%	[80.4523%, 86.5919%]
555	83.78378378%	[80.4867%, 86.6164%]
556	83.63309353%	[80.3289%, 86.4757%]
557	83.66247756%	[80.3635%, 86.5003%]
558	83.69175627%	[80.3979%, 86.5249%]
559	83.72093023%	[80.4322%, 86.5494%]
560	83.75000000%	[80.4664%, 86.5737%]
561	83.77896613%	[80.5004%, 86.5980%]
562	83.80782918%	[80.5344%, 86.6222%]
563	83.83658970%	[80.5682%, 86.6463%]
564	83.86524823%	[80.6019%, 86.6704%]
565	83.89380531%	[80.6355%, 86.6943%]
566	83.92226148%	[80.6690%, 86.7182%]
567	83.95061728%	[80.7023%, 86.7419%]
568	83.80281690%	[80.5475%, 86.6039%]
569	83.65553603%	[80.3934%, 86.4663%]
570	83.68421053%	[80.4270%, 86.4904%]
571	83.71278459%	[80.4606%, 86.5144%]
572	83.74125874%	[80.4940%, 86.5383%]
573	83.76963351%	[80.5273%, 86.5622%]
574	83.79790941%	[80.5605%, 86.5859%]
575	83.82608696%	[80.5936%, 86.6096%]
576	83.85416667%	[80.6266%, 86.6332%]
577	83.88214905%	[80.6594%, 86.6567%]
578	83.91003460%	[80.6922%, 86.6801%]
579	83.93782383%	[80.7248%, 86.7035%]
580	83.96551724%	[80.7573%, 86.7267%]
581	83.99311532%	[80.7898%, 86.7499%]
582	84.02061856%	[80.8221%, 86.7730%]
583	84.04802744%	[80.8543%, 86.7960%]
584	84.07534247%	[80.8864%, 86.8190%]
585	84.10256410%	[80.9184%, 86.8418%]
586	84.12969283%	[80.9502%, 86.8646%]
587	83.98637138%	[80.8001%, 86.7307%]
588	84.01360544%	[80.8321%, 86.7536%]
589	84.04074703%	[80.8639%, 86.7764%]
590	84.06779661%	[80.8957%, 86.7992%]
591	84.09475465%	[80.9273%, 86.8218%]
592	84.12162162%	[80.9589%, 86.8444%]
593	84.14839798%	[80.9903%, 86.8669%]
594	84.17508418%	[81.0216%, 86.8893%]
595	84.20168067%	[81.0529%, 86.9117%]
596	84.22818792%	[81.0840%, 86.9340%]
597	84.25460637%	[81.1150%, 86.9562%]
598	84.28093645%	[81.1460%, 86.9783%]
599	84.30717863%	[81.1768%, 87.0003%]
600	84.33333333%	[81.2075%, 87.0223%]
601	84.35940100%	[81.2381%, 87.0442%]
602	84.38538206%	[81.2687%, 87.0660%]
603	84.41127695%	[81.2991%, 87.0878%]
604	84.43708609%	[81.3294%, 87.1095%]
605	84.46280992%	[81.3597%, 87.1311%]
606	84.48844884%	[81.3898%, 87.1526%]
607	84.51400329%	[81.4198%, 87.1741%]
608	84.53947368%	[81.4498%, 87.1955%]
609	84.56486043%	[81.4796%, 87.2168%]
610	84.59016393%	[81.5094%, 87.2380%]
611	84.61538462%	[81.5390%, 87.2592%]
612	84.64052288%	[81.5686%, 87.2803%]
613	84.66557912%	[81.5980%, 87.3013%]
614	84.69055375%	[81.6274%, 87.3223%]
615	84.71544715%	[81.6567%, 87.3432%]
616	84.74025974%	[81.6859%, 87.3640%]
617	84.76499190%	[81.7150%, 87.3848%]
618	84.78964401%	[81.7440%, 87.4055%]
619	84.65266559%	[81.6002%, 87.2777%]
620	84.67741935%	[81.6293%, 87.2985%]
621	84.70209340%	[81.6582%, 87.3193%]
622	84.72668810%	[81.6871%, 87.3399%]
623	84.75120385%	[81.7160%, 87.3605%]
624	84.77564103%	[81.7447%, 87.3811%]
625	84.80000000%	[81.7733%, 87.4015%]
626	84.82428115%	[81.8019%, 87.4219%]
627	84.84848485%	[81.8303%, 87.4423%]
628	84.87261146%	[81.8587%, 87.4625%]
629	84.89666137%	[81.8869%, 87.4827%]
630	84.92063492%	[81.9151%, 87.5029%]
631	84.94453249%	[81.9432%, 87.5229%]
632	84.96835443%	[81.9712%, 87.5429%]
633	84.99210111%	[81.9992%, 87.5629%]
634	85.01577287%	[82.0270%, 87.5828%]
635	85.03937008%	[82.0548%, 87.6026%]
636	85.06289308%	[82.0824%, 87.6223%]
637	84.92935636%	[81.9422%, 87.4978%]
638	84.95297806%	[81.9699%, 87.5177%]
639	84.97652582%	[81.9976%, 87.5375%]
640	85.00000000%	[82.0252%, 87.5572%]
641	85.02340094%	[82.0527%, 87.5769%]
642	85.04672897%	[82.0801%, 87.5965%]
643	85.06998445%	[82.1074%, 87.6160%]
644	85.09316770%	[82.1347%, 87.6355%]
645	85.11627907%	[82.1618%, 87.6549%]
646	84.98452012%	[82.0234%, 87.5320%]
647	85.00772798%	[82.0507%, 87.5515%]
648	85.03086420%	[82.0778%, 87.5710%]
649	85.05392912%	[82.1049%, 87.5904%]
650	85.07692308%	[82.1319%, 87.6098%]
651	85.09984639%	[82.1588%, 87.6290%]
652	85.12269939%	[82.1857%, 87.6483%]
653	85.14548239%	[82.2124%, 87.6674%]
654	85.01529052%	[82.0757%, 87.5459%]
655	85.03816794%	[82.1025%, 87.5652%]
656	85.06097561%	[82.1293%, 87.5844%]
657	84.93150685%	[81.9934%, 87.4635%]
658	84.95440729%	[82.0202%, 87.4828%]
659	84.97723824%	[82.0470%, 87.5021%]
660	85.00000000%	[82.0737%, 87.5213%]
661	84.87140696%	[81.9387%, 87.4011%]
662	84.89425982%	[81.9655%, 87.4204%]
663	84.76621418%	[81.8312%, 87.3007%]
664	84.63855422%	[81.6974%, 87.1813%]
665	84.51127820%	[81.5640%, 87.0621%]
666	84.38438438%	[81.4311%, 86.9432%]
667	84.40779610%	[81.4584%, 86.9631%]
668	84.43113772%	[81.4857%, 86.9829%]
669	84.45440957%	[81.5128%, 87.0026%]
670	84.47761194%	[81.5399%, 87.0222%]
671	84.50074516%	[81.5669%, 87.0418%]
672	84.37500000%	[81.4352%, 86.9240%]
673	84.39821694%	[81.4623%, 86.9437%]
674	84.42136499%	[81.4893%, 86.9633%]
675	84.44444444%	[81.5162%, 86.9829%]
676	84.31952663%	[81.3854%, 86.8658%]
677	84.34268833%	[81.4124%, 86.8854%]
678	84.21828909%	[81.2823%, 86.7687%]
679	84.24153166%	[81.3093%, 86.7885%]
680	84.11764706%	[81.1798%, 86.6722%]
681	84.14096916%	[81.2069%, 86.6920%]
682	84.16422287%	[81.2339%, 86.7118%]
683	84.18740849%	[81.2609%, 86.7315%]
684	84.06432749%	[81.1322%, 86.6159%]
685	84.08759124%	[81.1593%, 86.6357%]
686	84.11078717%	[81.1862%, 86.6555%]
687	84.13391557%	[81.2131%, 86.6752%]
688	84.15697674%	[81.2398%, 86.6948%]
689	84.03483309%	[81.1122%, 86.5800%]
690	84.05797101%	[81.1391%, 86.5998%]
691	84.08104197%	[81.1658%, 86.6194%]
692	83.95953757%	[81.0389%, 86.5052%]
693	83.98268398%	[81.0658%, 86.5249%]
694	84.00576369%	[81.0925%, 86.5446%]
695	84.02877698%	[81.1192%, 86.5642%]
696	84.05172414%	[81.1458%, 86.5838%]
697	84.07460545%	[81.1724%, 86.6033%]
698	84.09742120%	[81.1988%, 86.6228%]
699	83.97711016%	[81.0732%, 86.5096%]
700	83.85714286%	[80.9479%, 86.3968%]
701	83.88017118%	[80.9746%, 86.4164%]
702	83.90313390%	[81.0012%, 86.4360%]
703	83.92603129%	[81.0277%, 86.4556%]
704	83.94886364%	[81.0541%, 86.4751%]
705	83.82978723%	[80.9299%, 86.3630%]
706	83.71104816%	[80.8060%, 86.2512%]
707	83.73408769%	[80.8327%, 86.2709%]
708	83.75706215%	[80.8592%, 86.2906%]
709	83.77997179%	[80.8857%, 86.3102%]
710	83.66197183%	[80.7626%, 86.1990%]
711	83.68495077%	[80.7892%, 86.2187%]
712	83.70786517%	[80.8157%, 86.2383%]
713	83.73071529%	[80.8421%, 86.2579%]
714	83.75350140%	[80.8684%, 86.2774%]
715	83.63636364%	[80.7463%, 86.1670%]
716	83.65921788%	[80.7726%, 86.1866%]
717	83.68200837%	[80.7989%, 86.2061%]
718	83.70473538%	[80.8252%, 86.2256%]
719	83.72739917%	[80.8513%, 86.2450%]
720	83.75000000%	[80.8774%, 86.2643%]
721	83.63384189%	[80.7564%, 86.1548%]
722	83.65650970%	[80.7825%, 86.1743%]
723	83.67911480%	[80.8086%, 86.1936%]
724	83.70165746%	[80.8346%, 86.2130%]
725	83.72413793%	[80.8605%, 86.2322%]
726	83.74655647%	[80.8864%, 86.2515%]
727	83.76891334%	[80.9122%, 86.2706%]
728	83.79120879%	[80.9379%, 86.2897%]
729	83.67626886%	[80.8181%, 86.1814%]
730	83.56164384%	[80.6987%, 86.0732%]
731	83.58413133%	[80.7246%, 86.0925%]
732	83.46994536%	[80.6057%, 85.9847%]
733	83.49249659%	[80.6316%, 86.0041%]
734	83.51498638%	[80.6575%, 86.0235%]
735	83.53741497%	[80.6834%, 86.0427%]
736	83.55978261%	[80.7091%, 86.0619%]
737	83.58208955%	[80.7348%, 86.0811%]
738	83.46883469%	[80.6169%, 85.9742%]
739	83.35588633%	[80.4993%, 85.8675%]
740	83.37837838%	[80.5252%, 85.8868%]
741	83.40080972%	[80.5509%, 85.9061%]
742	83.42318059%	[80.5767%, 85.9254%]
743	83.44549125%	[80.6023%, 85.9446%]
744	83.46774194%	[80.6279%, 85.9637%]
745	83.48993289%	[80.6534%, 85.9828%]
746	83.51206434%	[80.6789%, 86.0019%]
747	83.53413655%	[80.7043%, 86.0209%]
748	83.55614973%	[80.7296%, 86.0398%]
749	83.57810414%	[80.7548%, 86.0587%]
750	83.60000000%	[80.7800%, 86.0775%]
751	83.62183755%	[80.8051%, 86.0963%]
752	83.64361702%	[80.8302%, 86.1151%]
753	83.66533865%	[80.8552%, 86.1337%]
754	83.68700265%	[80.8801%, 86.1524%]
755	83.57615894%	[80.7647%, 86.0477%]
756	83.59788360%	[80.7897%, 86.0664%]
757	83.61955086%	[80.8146%, 86.0850%]
758	83.64116095%	[80.8394%, 86.1037%]
759	83.66271410%	[80.8642%, 86.1222%]
760	83.55263158%	[80.7496%, 86.0182%]
761	83.57424442%	[80.7744%, 86.0368%]
762	83.59580052%	[80.7992%, 86.0554%]
763	83.48623853%	[80.6851%, 85.9518%]
764	83.50785340%	[80.7100%, 85.9705%]
765	83.52941176%	[80.7347%, 85.9891%]
766	83.42036554%	[80.6212%, 85.8860%]
767	83.44198175%	[80.6460%, 85.9046%]
768	83.33333333%	[80.5330%, 85.8018%]
769	83.22496749%	[80.4204%, 85.6993%]
770	83.24675325%	[80.4453%, 85.7181%]
771	83.26848249%	[80.4702%, 85.7369%]
772	83.29015544%	[80.4951%, 85.7556%]
773	83.31177232%	[80.5198%, 85.7743%]
774	83.33333333%	[80.5445%, 85.7929%]
775	83.35483871%	[80.5692%, 85.8115%]
776	83.37628866%	[80.5938%, 85.8300%]
777	83.39768340%	[80.6183%, 85.8485%]
778	83.41902314%	[80.6427%, 85.8669%]
779	83.44030809%	[80.6671%, 85.8853%]
780	83.46153846%	[80.6915%, 85.9036%]
781	83.48271447%	[80.7158%, 85.9219%]
782	83.50383632%	[80.7400%, 85.9401%]
783	83.39719029%	[80.6290%, 85.8392%]
784	83.29081633%	[80.5185%, 85.7385%]
785	83.31210191%	[80.5428%, 85.7569%]
786	83.33333333%	[80.5671%, 85.7753%]
787	83.35451080%	[80.5914%, 85.7936%]
788	83.37563452%	[80.6156%, 85.8119%]
789	83.26996198%	[80.5057%, 85.7118%]
790	83.29113924%	[80.5299%, 85.7301%]
791	83.18584071%	[80.4205%, 85.6304%]
792	83.20707071%	[80.4448%, 85.6488%]
793	83.22824716%	[80.4690%, 85.6671%]
794	83.24937028%	[80.4932%, 85.6854%]
795	83.27044025%	[80.5173%, 85.7036%]
796	83.16582915%	[80.4086%, 85.6045%]
797	83.18695107%	[80.4327%, 85.6228%]
798	83.20802005%	[80.4568%, 85.6411%]
799	83.22903630%	[80.4808%, 85.6593%]
800	83.25000000%	[80.5048%, 85.6774%]
801	83.27091136%	[80.5287%, 85.6955%]
802	83.29177057%	[80.5525%, 85.7136%]
803	83.31257783%	[80.5763%, 85.7316%]
804	83.33333333%	[80.6000%, 85.7496%]
805	83.35403727%	[80.6237%, 85.7676%]
806	83.37468983%	[80.6473%, 85.7854%]
807	83.27137546%	[80.5400%, 85.6875%]
808	83.29207921%	[80.5636%, 85.7055%]
809	83.31273177%	[80.5872%, 85.7234%]
810	83.33333333%	[80.6107%, 85.7412%]
811	83.35388409%	[80.6342%, 85.7591%]
812	83.37438424%	[80.6576%, 85.7768%]
813	83.39483395%	[80.6810%, 85.7946%]
814	83.41523342%	[80.7043%, 85.8122%]
815	83.43558282%	[80.7276%, 85.8299%]
816	83.45588235%	[80.7508%, 85.8475%]
817	83.35373317%	[80.6446%, 85.7507%]
818	83.37408313%	[80.6679%, 85.7683%]
819	83.39438339%	[80.6911%, 85.7859%]
820	83.41463415%	[80.7142%, 85.8035%]
821	83.31303289%	[80.6086%, 85.7071%]
822	83.33333333%	[80.6318%, 85.7248%]
823	83.35358445%	[80.6549%, 85.7423%]
824	83.37378641%	[80.6780%, 85.7599%]
825	83.39393939%	[80.7010%, 85.7773%]
826	83.41404358%	[80.7239%, 85.7948%]
827	83.43409915%	[80.7468%, 85.8122%]
828	83.45410628%	[80.7697%, 85.8295%]
829	83.47406514%	[80.7925%, 85.8469%]
830	83.49397590%	[80.8152%, 85.8641%]
831	83.51383875%	[80.8379%, 85.8814%]
832	83.53365385%	[80.8605%, 85.8985%]
833	83.43337335%	[80.7563%, 85.8035%]
834	83.45323741%	[80.7790%, 85.8207%]
835	83.47305389%	[80.8016%, 85.8379%]
836	83.49282297%	[80.8242%, 85.8551%]
837	83.51254480%	[80.8467%, 85.8722%]
838	83.53221957%	[80.8691%, 85.8893%]
839	83.55184744%	[80.8915%, 85.9063%]
840	83.57142857%	[80.9139%, 85.9233%]
841	83.59096314%	[80.9362%, 85.9403%]
842	83.61045131%	[80.9584%, 85.9572%]
843	83.51126928%	[80.8554%, 85.8631%]
844	83.53080569%	[80.8777%, 85.8801%]
845	83.43195266%	[80.7750%, 85.7864%]
846	83.45153664%	[80.7973%, 85.8034%]
847	83.47107438%	[80.8196%, 85.8204%]
848	83.37264151%	[80.7173%, 85.7270%]
849	83.39222615%	[80.7396%, 85.7440%]
850	83.41176471%	[80.7619%, 85.7610%]
851	83.43125734%	[80.7841%, 85.7779%]
852	83.45070423%	[80.8063%, 85.7948%]
853	83.35287222%	[80.7047%, 85.7020%]
854	83.37236534%	[80.7269%, 85.7190%]
855	83.27485380%	[80.6257%, 85.6264%]
856	83.17757009%	[80.5247%, 85.5340%]
857	83.19719953%	[80.5470%, 85.5511%]
858	83.21678322%	[80.5693%, 85.5682%]
859	83.11990687%	[80.4688%, 85.4761%]
860	83.13953488%	[80.4911%, 85.4932%]
861	83.04297329%	[80.3909%, 85.4015%]
862	83.06264501%	[80.4133%, 85.4186%]
863	83.08227115%	[80.4356%, 85.4357%]
864	82.98611111%	[80.3359%, 85.3443%]
865	83.00578035%	[80.3582%, 85.3615%]
866	83.02540416%	[80.3805%, 85.3786%]
867	83.04498270%	[80.4027%, 85.3957%]
868	82.94930876%	[80.3036%, 85.3047%]
869	82.96892980%	[80.3258%, 85.3218%]
870	82.98850575%	[80.3480%, 85.3389%]
871	83.00803674%	[80.3702%, 85.3560%]
872	83.02752294%	[80.3923%, 85.3730%]
873	82.93241695%	[80.2938%, 85.2825%]
874	82.95194508%	[80.3159%, 85.2996%]
875	82.97142857%	[80.3380%, 85.3166%]
876	82.99086758%	[80.3601%, 85.3336%]
877	83.01026226%	[80.3821%, 85.3505%]
878	83.02961276%	[80.4040%, 85.3674%]
879	83.04891923%	[80.4260%, 85.3843%]
880	83.06818182%	[80.4478%, 85.4011%]
881	82.97389330%	[80.3501%, 85.3114%]
882	82.99319728%	[80.3720%, 85.3283%]
883	83.01245753%	[80.3938%, 85.3451%]
884	83.03167421%	[80.4156%, 85.3619%]
885	83.05084746%	[80.4374%, 85.3786%]
886	83.06997743%	[80.4591%, 85.3954%]
887	83.08906426%	[80.4807%, 85.4120%]
888	82.99549550%	[80.3837%, 85.3230%]
889	83.01462317%	[80.4054%, 85.3397%]
890	83.03370787%	[80.4271%, 85.3564%]
891	83.05274972%	[80.4487%, 85.3731%]
892	83.07174888%	[80.4702%, 85.3897%]
893	83.09070549%	[80.4917%, 85.4062%]
894	83.10961969%	[80.5131%, 85.4228%]
895	83.12849162%	[80.5346%, 85.4393%]
896	83.14732143%	[80.5559%, 85.4557%]
897	83.16610925%	[80.5772%, 85.4721%]
898	83.07349666%	[80.4812%, 85.3840%]
899	83.09232481%	[80.5026%, 85.4005%]
900	83.11111111%	[80.5238%, 85.4169%]
901	83.12985572%	[80.5451%, 85.4333%]
902	83.14855876%	[80.5663%, 85.4497%]
903	83.16722038%	[80.5875%, 85.4660%]
904	83.18584071%	[80.6086%, 85.4823%]
905	83.20441989%	[80.6296%, 85.4985%]
906	83.22295806%	[80.6507%, 85.5147%]
907	83.24145535%	[80.6716%, 85.5309%]
908	83.25991189%	[80.6926%, 85.5470%]
909	83.27832783%	[80.7135%, 85.5631%]
910	83.29670330%	[80.7343%, 85.5792%]
911	83.31503842%	[80.7551%, 85.5952%]
912	83.33333333%	[80.7758%, 85.6112%]
913	83.35158817%	[80.7965%, 85.6272%]
914	83.36980306%	[80.8172%, 85.6431%]
915	83.38797814%	[80.8378%, 85.6590%]
916	83.40611354%	[80.8584%, 85.6748%]
917	83.31515812%	[80.7640%, 85.5883%]
918	83.33333333%	[80.7847%, 85.6042%]
919	83.35146899%	[80.8052%, 85.6201%]
920	83.36956522%	[80.8257%, 85.6359%]
921	83.38762215%	[80.8462%, 85.6517%]
922	83.40563991%	[80.8666%, 85.6674%]
923	83.42361863%	[80.8870%, 85.6832%]
924	83.44155844%	[80.9074%, 85.6988%]
925	83.45945946%	[80.9277%, 85.7145%]
926	83.47732181%	[80.9479%, 85.7301%]
927	83.49514563%	[80.9681%, 85.7457%]
928	83.51293103%	[80.9883%, 85.7612%]
929	83.53067815%	[81.0084%, 85.7768%]
930	83.54838710%	[81.0285%, 85.7922%]
931	83.56605800%	[81.0486%, 85.8077%]
932	83.47639485%	[80.9555%, 85.7224%]
933	83.49410504%	[80.9756%, 85.7379%]
934	83.51177730%	[80.9957%, 85.7534%]
935	83.42245989%	[80.9030%, 85.6684%]
936	83.44017094%	[80.9231%, 85.6839%]
937	83.45784418%	[80.9431%, 85.6994%]
938	83.47547974%	[80.9631%, 85.7148%]
939	83.38658147%	[80.8709%, 85.6302%]
940	83.40425532%	[80.8909%, 85.6457%]
941	83.42189160%	[80.9109%, 85.6611%]
942	83.43949045%	[80.9308%, 85.6765%]
943	83.45705196%	[80.9507%, 85.6919%]
944	83.47457627%	[80.9706%, 85.7073%]
945	83.49206349%	[80.9904%, 85.7226%]
946	83.50951374%	[81.0101%, 85.7379%]
947	83.52692714%	[81.0299%, 85.7531%]
948	83.54430380%	[81.0495%, 85.7683%]
949	83.45626976%	[80.9582%, 85.6845%]
950	83.36842105%	[80.8671%, 85.6009%]
951	83.28075710%	[80.7763%, 85.5175%]
952	83.29831933%	[80.7961%, 85.5329%]
953	83.31584470%	[80.8160%, 85.5482%]
954	83.33333333%	[80.8357%, 85.5636%]
955	83.24607330%	[80.7453%, 85.4804%]
956	83.26359833%	[80.7651%, 85.4958%]
957	83.28108673%	[80.7849%, 85.5112%]
958	83.19415449%	[80.6948%, 85.4283%]
959	83.21167883%	[80.7146%, 85.4437%]
960	83.22916667%	[80.7344%, 85.4591%]
961	83.24661811%	[80.7541%, 85.4744%]
962	83.26403326%	[80.7738%, 85.4897%]
963	83.28141225%	[80.7934%, 85.5049%]
964	83.19502075%	[80.7039%, 85.4226%]
965	83.10880829%	[80.6146%, 85.3404%]
966	83.12629400%	[80.6344%, 85.3558%]
967	83.14374354%	[80.6541%, 85.3711%]
968	83.05785124%	[80.5651%, 85.2892%]
969	83.07533540%	[80.5849%, 85.3046%]
970	83.09278351%	[80.6045%, 85.3199%]
971	83.11019567%	[80.6242%, 85.3352%]
972	83.12757202%	[80.6438%, 85.3505%]
973	83.14491264%	[80.6634%, 85.3658%]
974	83.16221766%	[80.6829%, 85.3810%]
975	83.17948718%	[80.7024%, 85.3961%]
976	83.19672131%	[80.7219%, 85.4113%]
977	83.21392016%	[80.7413%, 85.4264%]
978	83.23108384%	[80.7606%, 85.4415%]
979	83.24821246%	[80.7800%, 85.4565%]
980	83.16326531%	[80.6920%, 85.3756%]
981	83.18042813%	[80.7114%, 85.3906%]
982	83.19755601%	[80.7307%, 85.4057%]
983	83.21464903%	[80.7500%, 85.4207%]
984	83.23170732%	[80.7692%, 85.4357%]
985	83.24873096%	[80.7884%, 85.4507%]
986	83.16430020%	[80.7010%, 85.3702%]
987	83.18135765%	[80.7202%, 85.3852%]
988	83.19838057%	[80.7394%, 85.4002%]
989	83.21536906%	[80.7586%, 85.4151%]
990	83.23232323%	[80.7777%, 85.4300%]
991	83.14833502%	[80.6908%, 85.3499%]
992	83.16532258%	[80.7099%, 85.3649%]
993	83.08157100%	[80.6232%, 85.2850%]
994	83.09859155%	[80.6424%, 85.2999%]
995	83.11557789%	[80.6615%, 85.3149%]
996	83.03212851%	[80.5752%, 85.2353%]
997	83.04914744%	[80.5943%, 85.2503%]
998	83.06613226%	[80.6135%, 85.2652%]
999	83.08308308%	[80.6326%, 85.2801%]
1000	83.10000000%	[80.6516%, 85.2950%]
1001	83.11688312%	[80.6707%, 85.3099%]
1002	83.03393214%	[80.5848%, 85.2307%]
1003	83.05084746%	[80.6039%, 85.2456%]
1004	83.06772908%	[80.6229%, 85.2605%]
1005	83.08457711%	[80.6418%, 85.2754%]
1006	83.10139165%	[80.6608%, 85.2902%]
1007	83.11817279%	[80.6797%, 85.3050%]
1008	83.03571429%	[80.5943%, 85.2262%]
1009	83.05252725%	[80.6133%, 85.2411%]
1010	83.06930693%	[80.6322%, 85.2559%]
1011	83.08605341%	[80.6510%, 85.2706%]
1012	83.10276680%	[80.6698%, 85.2853%]
1013	83.11944719%	[80.6886%, 85.3000%]
1014	83.13609467%	[80.7074%, 85.3147%]
1015	83.15270936%	[80.7261%, 85.3294%]
1016	83.16929134%	[80.7447%, 85.3440%]
1017	83.18584071%	[80.7634%, 85.3586%]
1018	83.20235756%	[80.7820%, 85.3731%]
1019	83.21884200%	[80.8005%, 85.3876%]
1020	83.23529412%	[80.8191%, 85.4021%]
1021	83.15377081%	[80.7347%, 85.3243%]
1022	83.07240705%	[80.6505%, 85.2466%]
